Level 1,Level 2,Level 3,Measure Names,NegPos_Number,List of Values,Measure Values
2016FA,Human Services--L5004,,Enrollment Capacity,0 Days,All,180
2016FA,Human Services--L5004,,Count of Migrated Data,0 Days,All,6
2016FA,Human Services--L5004,,Current Enrollment,0 Days,All,150
2016FA,Humanistic Studies--B5014,,Wsch/Ftef,0 Days,All,425
2016FA,Humanistic Studies--B5014,,Success Rate,0 Days,All,0.65625
2016FA,Humanistic Studies--B5014,,Sec. Count,0 Days,All,5
2016FA,Humanistic Studies--B5014,,Retention Rate,0 Days,All,0.8625
2016FA,Humanistic Studies--B5014,,Number Retained,0 Days,All,138
2016FA,Humanistic Studies--B5014,,Ftes/Ftef,0 Days,All,14.15
2016FA,Humanistic Studies--B5014,,Current Fill Rate,0 Days,All,0.685
2016FA,Humanistic Studies--B5014,,Census Fill Rate,0 Days,All,0.685
2016FA,Humanistic Studies--B5014,,Census Enrollment,0 Days,All,137
2016FA,Humanistic Studies--B5014,,Number Successful,0 Days,All,105
2016FA,Humanistic Studies--B5014,,Ftef,0 Days,All,1
2016FA,Humanistic Studies--B5014,,Ftes,0 Days,All,14.15
2016FA,Humanistic Studies--B5014,,Enrollment Capacity,0 Days,All,200
2016FA,Humanistic Studies--B5014,,Count of Migrated Data,0 Days,All,5
2016FA,Humanistic Studies--B5014,,Current Enrollment,0 Days,All,137
2016FA,Humanistic Studies--L5014,,Wsch/Ftef,0 Days,All,440
2016FA,Humanistic Studies--L5014,,Success Rate,0 Days,All,0.665271967
2016FA,Humanistic Studies--L5014,,Sec. Count,0 Days,All,9
2016FA,Humanistic Studies--L5014,,Retention Rate,0 Days,All,0.845188285
2016FA,Humanistic Studies--L5014,,Number Retained,0 Days,All,202
2016FA,Humanistic Studies--L5014,,Ftes/Ftef,0 Days,All,14.672222222
2016FA,Humanistic Studies--L5014,,Current Fill Rate,0 Days,All,0.741935484
2016FA,Humanistic Studies--L5014,,Census Fill Rate,0 Days,All,0.741935484
2016FA,Humanistic Studies--L5014,,Census Enrollment,0 Days,All,253
2016FA,Humanistic Studies--L5014,,Number Successful,0 Days,All,159
2016FA,Humanistic Studies--L5014,,Ftef,0 Days,All,1.8
2016FA,Humanistic Studies--L5014,,Ftes,0 Days,All,26.41
2016FA,Humanistic Studies--L5014,,Enrollment Capacity,0 Days,All,341
2016FA,Humanistic Studies--L5014,,Count of Migrated Data,0 Days,All,9
2016FA,Humanistic Studies--L5014,,Current Enrollment,0 Days,All,253
2016FA,Industrial Technology--L6012,,Wsch/Ftef,0 Days,All,507.507012044
2016FA,Industrial Technology--L6012,,Success Rate,0 Days,All,0.841596131
2016FA,Industrial Technology--L6012,,Sec. Count,0 Days,All,31
2016FA,Industrial Technology--L6012,,Retention Rate,0 Days,All,0.940749698
2016FA,Industrial Technology--L6012,,Number Retained,0 Days,All,778
2016FA,Industrial Technology--L6012,,Ftes/Ftef,0 Days,All,16.913050652
2016FA,Industrial Technology--L6012,,Current Fill Rate,0 Days,All,0.426894866
2016FA,Industrial Technology--L6012,,Census Fill Rate,0 Days,All,0.426894866
2016FA,Industrial Technology--L6012,,Census Enrollment,0 Days,All,873
2016FA,Industrial Technology--L6012,,Number Successful,0 Days,All,696
2016FA,Industrial Technology--L6012,,Ftef,0 Days,All,6.061
2016FA,Industrial Technology--L6012,,Ftes,0 Days,All,102.51
2016FA,Industrial Technology--L6012,,Enrollment Capacity,0 Days,All,2045
2016FA,Industrial Technology--L6012,,Count of Migrated Data,0 Days,All,31
2016FA,Industrial Technology--L6012,,Current Enrollment,0 Days,All,873
2016FA,Intercollegiate Athletics--L7005,,Wsch/Ftef,0 Days,All,478.260869565
2016FA,Intercollegiate Athletics--L7005,,Success Rate,0 Days,All,0.927272727
2016FA,Intercollegiate Athletics--L7005,,Sec. Count,0 Days,All,9
2016FA,Intercollegiate Athletics--L7005,,Retention Rate,0 Days,All,0.963636364
2016FA,Intercollegiate Athletics--L7005,,Number Retained,0 Days,All,265
2016FA,Intercollegiate Athletics--L7005,,Ftes/Ftef,0 Days,All,16.276560968
2016FA,Intercollegiate Athletics--L7005,,Current Fill Rate,0 Days,All,0.546916890
2016FA,Intercollegiate Athletics--L7005,,Census Fill Rate,0 Days,All,0.546916890
2016FA,Intercollegiate Athletics--L7005,,Census Enrollment,0 Days,All,204
2016FA,Intercollegiate Athletics--L7005,,Number Successful,0 Days,All,255
2016FA,Intercollegiate Athletics--L7005,,Ftef,0 Days,All,3.059
2016FA,Intercollegiate Athletics--L7005,,Ftes,0 Days,All,49.79
2016FA,Intercollegiate Athletics--L7005,,Enrollment Capacity,0 Days,All,373
2016FA,Intercollegiate Athletics--L7005,,Count of Migrated Data,0 Days,All,9
2016FA,Intercollegiate Athletics--L7005,,Current Enrollment,0 Days,All,204
2016FA,Learning Skills--L7002,,Wsch/Ftef,0 Days,All,376.470588235
2016FA,Learning Skills--L7002,,Success Rate,0 Days,All,0.510638298
2016FA,Learning Skills--L7002,,Sec. Count,0 Days,All,2
2016FA,Learning Skills--L7002,,Retention Rate,0 Days,All,0.936170213
2016FA,Learning Skills--L7002,,Number Retained,0 Days,All,44
2016FA,Learning Skills--L7002,,Ftes/Ftef,0 Days,All,12.541176471
2016FA,Learning Skills--L7002,,Current Fill Rate,0 Days,All,0.781818182
2016FA,Learning Skills--L7002,,Census Fill Rate,0 Days,All,0.781818182
2016FA,Learning Skills--L7002,,Census Enrollment,0 Days,All,43
2016FA,Learning Skills--L7002,,Number Successful,0 Days,All,24
2016FA,Learning Skills--L7002,,Ftef,0 Days,All,0.425
2016FA,Learning Skills--L7002,,Ftes,0 Days,All,5.33
2016FA,Learning Skills--L7002,,Enrollment Capacity,0 Days,All,55
2016FA,Learning Skills--L7002,,Count of Migrated Data,0 Days,All,2
2016FA,Learning Skills--L7002,,Current Enrollment,0 Days,All,43
2016FA,Mathematics--B5009,,Wsch/Ftef,0 Days,All,460.821651406
2016FA,Mathematics--B5009,,Success Rate,0 Days,All,0.594713656
2016FA,Mathematics--B5009,,Sec. Count,0 Days,All,34
2016FA,Mathematics--B5009,,Retention Rate,0 Days,All,0.796255507
2016FA,Mathematics--B5009,,Number Retained,0 Days,All,723
2016FA,Mathematics--B5009,,Ftes/Ftef,0 Days,All,15.363422737
2016FA,Mathematics--B5009,,Current Fill Rate,0 Days,All,0.437140115
2016FA,Mathematics--B5009,,Census Fill Rate,0 Days,All,0.437140115
2016FA,Mathematics--B5009,,Census Enrollment,0 Days,All,911
2016FA,Mathematics--B5009,,Number Successful,0 Days,All,540
2016FA,Mathematics--B5009,,Ftef,0 Days,All,12.341
2016FA,Mathematics--B5009,,Ftes,0 Days,All,189.6
2016FA,Mathematics--B5009,,Enrollment Capacity,0 Days,All,2084
2016FA,Mathematics--B5009,,Count of Migrated Data,0 Days,All,34
2016FA,Mathematics--B5009,,Current Enrollment,0 Days,All,911
2016FA,Mathematics--L5009,,Wsch/Ftef,0 Days,All,477.101213377
2016FA,Mathematics--L5009,,Success Rate,0 Days,All,0.610521236
2016FA,Mathematics--L5009,,Sec. Count,0 Days,All,72
2016FA,Mathematics--L5009,,Retention Rate,0 Days,All,0.778474903
2016FA,Mathematics--L5009,,Number Retained,0 Days,All,1613
2016FA,Mathematics--L5009,,Ftes/Ftef,0 Days,All,15.904113643
2016FA,Mathematics--L5009,,Current Fill Rate,0 Days,All,0.616566265
2016FA,Mathematics--L5009,,Census Fill Rate,0 Days,All,0.616566265
2016FA,Mathematics--L5009,,Census Enrollment,0 Days,All,2047
2016FA,Mathematics--L5009,,Number Successful,0 Days,All,1265
2016FA,Mathematics--L5009,,Ftef,0 Days,All,27.032
2016FA,Mathematics--L5009,,Ftes,0 Days,All,429.92
2016FA,Mathematics--L5009,,Enrollment Capacity,0 Days,All,3320
2016FA,Mathematics--L5009,,Count of Migrated Data,0 Days,All,72
2016FA,Mathematics--L5009,,Current Enrollment,0 Days,All,2047
2016FA,Music-L5003,,Wsch/Ftef,0 Days,All,354.200719189
2016FA,Music-L5003,,Success Rate,0 Days,All,0.645962733
2016FA,Music-L5003,,Sec. Count,0 Days,All,35
2016FA,Music-L5003,,Retention Rate,0 Days,All,0.841614907
2016FA,Music-L5003,,Number Retained,0 Days,All,542
2016FA,Music-L5003,,Ftes/Ftef,0 Days,All,11.868257601
2016FA,Music-L5003,,Current Fill Rate,0 Days,All,0.486891386
2016FA,Music-L5003,,Census Fill Rate,0 Days,All,0.486891386
2016FA,Music-L5003,,Census Enrollment,0 Days,All,650
2016FA,Music-L5003,,Number Successful,0 Days,All,416
2016FA,Music-L5003,,Ftef,0 Days,All,6.118
2016FA,Music-L5003,,Ftes,0 Days,All,72.61
2016FA,Music-L5003,,Enrollment Capacity,0 Days,All,1335
2016FA,Music-L5003,,Count of Migrated Data,0 Days,All,35
2016FA,Music-L5003,,Current Enrollment,0 Days,All,650
2016FA,Nursing--L6004,,Wsch/Ftef,0 Days,All,202.543281753
2016FA,Nursing--L6004,,Success Rate,0 Days,All,0.881818182
2016FA,Nursing--L6004,,Sec. Count,0 Days,All,14
2016FA,Nursing--L6004,,Retention Rate,0 Days,All,0.988636364
2016FA,Nursing--L6004,,Number Retained,0 Days,All,435
2016FA,Nursing--L6004,,Ftes/Ftef,0 Days,All,6.755017619
2016FA,Nursing--L6004,,Current Fill Rate,0 Days,All,0.815175097
2016FA,Nursing--L6004,,Census Fill Rate,0 Days,All,0.815175097
2016FA,Nursing--L6004,,Census Enrollment,0 Days,All,419
2016FA,Nursing--L6004,,Number Successful,0 Days,All,388
2016FA,Nursing--L6004,,Ftef,0 Days,All,13.054
2016FA,Nursing--L6004,,Ftes,0 Days,All,88.18
2016FA,Nursing--L6004,,Enrollment Capacity,0 Days,All,514
2016FA,Nursing--L6004,,Count of Migrated Data,0 Days,All,14
2016FA,Nursing--L6004,,Current Enrollment,0 Days,All,419
2016FA,Physical Education--L5018,,Wsch/Ftef,0 Days,All,515.642775882
2016FA,Physical Education--L5018,,Success Rate,0 Days,All,0.790378007
2016FA,Physical Education--L5018,,Sec. Count,0 Days,All,28
2016FA,Physical Education--L5018,,Retention Rate,0 Days,All,0.876288660
2016FA,Physical Education--L5018,,Number Retained,0 Days,All,510
2016FA,Physical Education--L5018,,Ftes/Ftef,0 Days,All,17.198521047
2016FA,Physical Education--L5018,,Current Fill Rate,0 Days,All,0.514388489
2016FA,Physical Education--L5018,,Census Fill Rate,0 Days,All,0.514388489
2016FA,Physical Education--L5018,,Census Enrollment,0 Days,All,572
2016FA,Physical Education--L5018,,Number Successful,0 Days,All,460
2016FA,Physical Education--L5018,,Ftef,0 Days,All,3.516
2016FA,Physical Education--L5018,,Ftes,0 Days,All,60.47
2016FA,Physical Education--L5018,,Enrollment Capacity,0 Days,All,1112
2016FA,Physical Education--L5018,,Count of Migrated Data,0 Days,All,28
2016FA,Physical Education--L5018,,Current Enrollment,0 Days,All,572
2016FA,Physical Science--B5008,,Wsch/Ftef,0 Days,All,494.903737259
2016FA,Physical Science--B5008,,Success Rate,0 Days,All,0.682242991
2016FA,Physical Science--B5008,,Sec. Count,0 Days,All,4
2016FA,Physical Science--B5008,,Retention Rate,0 Days,All,0.794392523
2016FA,Physical Science--B5008,,Number Retained,0 Days,All,85
2016FA,Physical Science--B5008,,Ftes/Ftef,0 Days,All,16.477916195
2016FA,Physical Science--B5008,,Current Fill Rate,0 Days,All,0.782608696
2016FA,Physical Science--B5008,,Census Fill Rate,0 Days,All,0.782608696
2016FA,Physical Science--B5008,,Census Enrollment,0 Days,All,108
2016FA,Physical Science--B5008,,Number Successful,0 Days,All,73
2016FA,Physical Science--B5008,,Ftef,0 Days,All,0.883
2016FA,Physical Science--B5008,,Ftes,0 Days,All,14.55
2016FA,Physical Science--B5008,,Enrollment Capacity,0 Days,All,138
2016FA,Physical Science--B5008,,Count of Migrated Data,0 Days,All,4
2016FA,Physical Science--B5008,,Current Enrollment,0 Days,All,108
2016FA,Physical Science--L5008,,Wsch/Ftef,0 Days,All,498.984807113
2016FA,Physical Science--L5008,,Success Rate,0 Days,All,0.754609929
2016FA,Physical Science--L5008,,Sec. Count,0 Days,All,43
2016FA,Physical Science--L5008,,Retention Rate,0 Days,All,0.885815603
2016FA,Physical Science--L5008,,Number Retained,0 Days,All,1249
2016FA,Physical Science--L5008,,Ftes/Ftef,0 Days,All,16.634460548
2016FA,Physical Science--L5008,,Current Fill Rate,0 Days,All,0.854976928
2016FA,Physical Science--L5008,,Census Fill Rate,0 Days,All,0.854976928
2016FA,Physical Science--L5008,,Census Enrollment,0 Days,All,1297
2016FA,Physical Science--L5008,,Number Successful,0 Days,All,1064
2016FA,Physical Science--L5008,,Ftef,0 Days,All,14.283
2016FA,Physical Science--L5008,,Ftes,0 Days,All,237.59
2016FA,Physical Science--L5008,,Enrollment Capacity,0 Days,All,1517
2016FA,Physical Science--L5008,,Count of Migrated Data,0 Days,All,43
2016FA,Physical Science--L5008,,Current Enrollment,0 Days,All,1297
2016FA,Recording Arts--L5006,,Wsch/Ftef,0 Days,All,366.946778711
2016FA,Recording Arts--L5006,,Success Rate,0 Days,All,0.673076923
2016FA,Recording Arts--L5006,,Sec. Count,0 Days,All,10
2016FA,Recording Arts--L5006,,Retention Rate,0 Days,All,0.913461538
2016FA,Recording Arts--L5006,,Number Retained,0 Days,All,190
2016FA,Recording Arts--L5006,,Ftes/Ftef,0 Days,All,12.472989196
2016FA,Recording Arts--L5006,,Current Fill Rate,0 Days,All,0.622222222
2016FA,Recording Arts--L5006,,Census Fill Rate,0 Days,All,0.622222222
2016FA,Recording Arts--L5006,,Census Enrollment,0 Days,All,196
2016FA,Recording Arts--L5006,,Number Successful,0 Days,All,140
2016FA,Recording Arts--L5006,,Ftef,0 Days,All,2.499
2016FA,Recording Arts--L5006,,Ftes,0 Days,All,31.17
2016FA,Recording Arts--L5006,,Enrollment Capacity,0 Days,All,315
2016FA,Recording Arts--L5006,,Count of Migrated Data,0 Days,All,10
2016FA,Recording Arts--L5006,,Current Enrollment,0 Days,All,196
2016FA,Social Science--B5007,,Wsch/Ftef,0 Days,All,541
2016FA,Social Science--B5007,,Success Rate,0 Days,All,0.775216138
2016FA,Social Science--B5007,,Sec. Count,0 Days,All,10
2016FA,Social Science--B5007,,Retention Rate,0 Days,All,0.902017291
2016FA,Social Science--B5007,,Number Retained,0 Days,All,313
2016FA,Social Science--B5007,,Ftes/Ftef,0 Days,All,18.02
2016FA,Social Science--B5007,,Current Fill Rate,0 Days,All,0.848780488
2016FA,Social Science--B5007,,Census Fill Rate,0 Days,All,0.848780488
2016FA,Social Science--B5007,,Census Enrollment,0 Days,All,348
2016FA,Social Science--B5007,,Number Successful,0 Days,All,269
2016FA,Social Science--B5007,,Ftef,0 Days,All,2
2016FA,Social Science--B5007,,Ftes,0 Days,All,36.04
2016FA,Social Science--B5007,,Enrollment Capacity,0 Days,All,410
2016FA,Social Science--B5007,,Count of Migrated Data,0 Days,All,10
2016FA,Social Science--B5007,,Current Enrollment,0 Days,All,348
2016FA,Social Science--L5007,,Wsch/Ftef,0 Days,All,542.906976744
2016FA,Social Science--L5007,,Success Rate,0 Days,All,0.758732212
2016FA,Social Science--L5007,,Sec. Count,0 Days,All,41
2016FA,Social Science--L5007,,Retention Rate,0 Days,All,0.899094437
2016FA,Social Science--L5007,,Number Retained,0 Days,All,1390
2016FA,Social Science--L5007,,Ftes/Ftef,0 Days,All,18.096511628
2016FA,Social Science--L5007,,Current Fill Rate,0 Days,All,0.857951330
2016FA,Social Science--L5007,,Census Fill Rate,0 Days,All,0.857951330
2016FA,Social Science--L5007,,Census Enrollment,0 Days,All,1516
2016FA,Social Science--L5007,,Number Successful,0 Days,All,1173
2016FA,Social Science--L5007,,Ftef,0 Days,All,8.6
2016FA,Social Science--L5007,,Ftes,0 Days,All,155.63
2016FA,Social Science--L5007,,Enrollment Capacity,0 Days,All,1767
2016FA,Social Science--L5007,,Count of Migrated Data,0 Days,All,41
2016FA,Social Science--L5007,,Current Enrollment,0 Days,All,1516
2016FA,Vocational Technology--L6011,,Wsch/Ftef,0 Days,All,435.340090365
2016FA,Vocational Technology--L6011,,Success Rate,0 Days,All,0.682389937
2016FA,Vocational Technology--L6011,,Sec. Count,0 Days,All,66
2016FA,Vocational Technology--L6011,,Retention Rate,0 Days,All,0.864779874
2016FA,Vocational Technology--L6011,,Number Retained,0 Days,All,550
2016FA,Vocational Technology--L6011,,Ftes/Ftef,0 Days,All,14.508486995
2016FA,Vocational Technology--L6011,,Current Fill Rate,0 Days,All,0.285918854
2016FA,Vocational Technology--L6011,,Census Fill Rate,0 Days,All,0.285918854
2016FA,Vocational Technology--L6011,,Census Enrollment,0 Days,All,599
2016FA,Vocational Technology--L6011,,Number Successful,0 Days,All,434
2016FA,Vocational Technology--L6011,,Ftef,0 Days,All,8.189
2016FA,Vocational Technology--L6011,,Ftes,0 Days,All,118.81
2016FA,Vocational Technology--L6011,,Enrollment Capacity,0 Days,All,2095
2016FA,Vocational Technology--L6011,,Count of Migrated Data,0 Days,All,66
2016FA,Vocational Technology--L6011,,Current Enrollment,0 Days,All,599
2016FA,Work Experience--L7004,,Wsch/Ftef,0 Days,All,1481.481481481
2016FA,Work Experience--L7004,,Success Rate,0 Days,All,0.875
2016FA,Work Experience--L7004,,Sec. Count,0 Days,All,18
2016FA,Work Experience--L7004,,Retention Rate,0 Days,All,0.910714286
2016FA,Work Experience--L7004,,Number Retained,0 Days,All,51
2016FA,Work Experience--L7004,,Ftes/Ftef,0 Days,All,30.555555556
2016FA,Work Experience--L7004,,Current Fill Rate,0 Days,All,0.055555556
2016FA,Work Experience--L7004,,Census Fill Rate,0 Days,All,0.055555556
2016FA,Work Experience--L7004,,Census Enrollment,0 Days,All,40
2016FA,Work Experience--L7004,,Number Successful,0 Days,All,49
2016FA,Work Experience--L7004,,Ftef,0 Days,All,0.108
2016FA,Work Experience--L7004,,Ftes,0 Days,All,3.3
2016FA,Work Experience--L7004,,Enrollment Capacity,0 Days,All,720
2016FA,Work Experience--L7004,,Count of Migrated Data,0 Days,All,18
2016FA,Work Experience--L7004,,Current Enrollment,0 Days,All,40
2016SU,Administration of Justice-Off--L8001,,Wsch/Ftef,0 Days,All,967.666763763
2016SU,Administration of Justice-Off--L8001,,Success Rate,0 Days,All,0.965517241
2016SU,Administration of Justice-Off--L8001,,Sec. Count,0 Days,All,1
2016SU,Administration of Justice-Off--L8001,,Retention Rate,0 Days,All,0.965517241
2016SU,Administration of Justice-Off--L8001,,Number Retained,0 Days,All,56
2016SU,Administration of Justice-Off--L8001,,Ftes/Ftef,0 Days,All,32.257500728
2016SU,Administration of Justice-Off--L8001,,Current Fill Rate,0 Days,All,1.018181818
2016SU,Administration of Justice-Off--L8001,,Census Fill Rate,0 Days,All,1.036363636
2016SU,Administration of Justice-Off--L8001,,Census Enrollment,0 Days,All,57
2016SU,Administration of Justice-Off--L8001,,Number Successful,0 Days,All,56
2016SU,Administration of Justice-Off--L8001,,Ftef,0 Days,All,3.433
2016SU,Administration of Justice-Off--L8001,,Ftes,0 Days,All,110.74
2016SU,Administration of Justice-Off--L8001,,Enrollment Capacity,0 Days,All,55
2016SU,Administration of Justice-Off--L8001,,Count of Migrated Data,0 Days,All,1
2016SU,Administration of Justice-Off--L8001,,Current Enrollment,0 Days,All,56
2016SU,Allied Health--L6002,,Wsch/Ftef,0 Days,All,520.094562648
2016SU,Allied Health--L6002,,Success Rate,0 Days,All,0.915789474
2016SU,Allied Health--L6002,,Sec. Count,0 Days,All,4
2016SU,Allied Health--L6002,,Retention Rate,0 Days,All,0.968421053
2016SU,Allied Health--L6002,,Number Retained,0 Days,All,92
2016SU,Allied Health--L6002,,Ftes/Ftef,0 Days,All,17.052797478
2016SU,Allied Health--L6002,,Current Fill Rate,0 Days,All,0.619354839
2016SU,Allied Health--L6002,,Census Fill Rate,0 Days,All,0.619354839
2016SU,Allied Health--L6002,,Census Enrollment,0 Days,All,96
2016SU,Allied Health--L6002,,Number Successful,0 Days,All,87
2016SU,Allied Health--L6002,,Ftef,0 Days,All,1.269
2016SU,Allied Health--L6002,,Ftes,0 Days,All,21.64
2016SU,Allied Health--L6002,,Enrollment Capacity,0 Days,All,155
2016SU,Allied Health--L6002,,Count of Migrated Data,0 Days,All,4
2016SU,Allied Health--L6002,,Current Enrollment,0 Days,All,96
2016SU,Art--L5002,,Wsch/Ftef,0 Days,All,463.048498845
2016SU,Art--L5002,,Success Rate,0 Days,All,0.865671642
2016SU,Art--L5002,,Sec. Count,0 Days,All,3
2016SU,Art--L5002,,Retention Rate,0 Days,All,0.940298507
2016SU,Art--L5002,,Number Retained,0 Days,All,63
2016SU,Art--L5002,,Ftes/Ftef,0 Days,All,15.415704388
2016SU,Art--L5002,,Current Fill Rate,0 Days,All,0.778761062
2016SU,Art--L5002,,Census Fill Rate,0 Days,All,0.778761062
2016SU,Art--L5002,,Census Enrollment,0 Days,All,88
2016SU,Art--L5002,,Number Successful,0 Days,All,58
2016SU,Art--L5002,,Ftef,0 Days,All,0.866
2016SU,Art--L5002,,Ftes,0 Days,All,13.35
2016SU,Art--L5002,,Enrollment Capacity,0 Days,All,113
2016SU,Art--L5002,,Count of Migrated Data,0 Days,All,3
